f_acidente;d_tipoacidente
276432;Saída de leito carroçável
276433;Saída de leito carroçável
276434;Colisão traseira
276435;Colisão traseira
276436;Engavetamento
276437;Incêndio
276438;Colisão traseira
276439;Colisão traseira
276440;Colisão transversal
276441;Colisão traseira
276442;Tombamento
276443;Colisão transversal
276444;Saída de leito carroçável
276445;Colisão com objeto estático
276446;Colisão com objeto estático
276447;Atropelamento de Pedestre
276448;Colisão lateral
276449;Tombamento
276450;Saída de leito carroçável
276451;Saída de leito carroçável
276452;Saída de leito carroçável
276453;Atropelamento de Pedestre
276454;Colisão transversal
276455;Queda de ocupante de veículo
276456;Colisão frontal
276457;Colisão frontal
276458;Colisão traseira
276459;Tombamento
276460;Colisão lateral
276461;Queda de ocupante de veículo
276462;Tombamento
276463;Tombamento
276464;Saída de leito carroçável
276465;Atropelamento de Pedestre
276466;Colisão frontal
276467;Colisão traseira
276468;Saída de leito carroçável
276469;Colisão traseira
276470;Capotamento
276471;Colisão com objeto estático
276473;Saída de leito carroçável
276474;Colisão traseira
276475;Saída de leito carroçável
276476;Saída de leito carroçável
276477;Colisão traseira
276478;Tombamento
276479;Colisão com objeto estático
276480;Colisão traseira
276481;Colisão com objeto estático
276482;Tombamento
276483;Saída de leito carroçável
276484;Colisão com objeto estático
276486;Saída de leito carroçável
276487;Colisão frontal
276488;Colisão transversal
276489;Colisão lateral
276491;Colisão lateral
276492;Colisão transversal
276493;Colisão traseira
276494;Colisão lateral
276495;Queda de ocupante de veículo
276496;Derramamento de carga
276497;Atropelamento de Animal
276498;Saída de leito carroçável
276499;Capotamento
276500;Colisão traseira
276501;Colisão transversal
276502;Colisão traseira
276503;Colisão traseira
276504;Tombamento
276505;Colisão traseira
276506;Saída de leito carroçável
276507;Colisão com objeto estático
276508;Colisão traseira
276509;Queda de ocupante de veículo
276510;Atropelamento de Animal
276512;Colisão traseira
276513;Derramamento de carga
276514;Saída de leito carroçável
276515;Saída de leito carroçável
276516;Colisão lateral
276518;Capotamento
276519;Colisão traseira
276520;Atropelamento de Pedestre
276521;Colisão traseira
276523;Saída de leito carroçável
276524;Colisão transversal
276525;Tombamento
276526;Saída de leito carroçável
276527;Colisão traseira
276528;Colisão traseira
276531;Colisão lateral
276532;Colisão frontal
276533;Saída de leito carroçável
276534;Colisão lateral
276535;Queda de ocupante de veículo
276537;Tombamento
276538;Colisão lateral
276539;Capotamento
276541;Saída de leito carroçável
276542;Colisão traseira
276543;Colisão lateral
276544;Colisão transversal
276545;Colisão traseira
276546;Saída de leito carroçável
276547;Saída de leito carroçável
276548;Saída de leito carroçável
276549;Tombamento
276550;Atropelamento de Pedestre
276551;Saída de leito carroçável
276552;Colisão lateral
276553;Tombamento
276554;Colisão transversal
276555;Colisão transversal
276556;Colisão com objeto estático
276557;Colisão transversal
276558;Colisão traseira
276559;Tombamento
276560;Colisão traseira
276561;Queda de ocupante de veículo
276562;Saída de leito carroçável
276563;Colisão lateral
276564;Colisão traseira
276565;Colisão lateral
276566;Colisão lateral
276567;Capotamento
276569;Colisão traseira
276570;Colisão lateral
276571;Colisão lateral
276572;Queda de ocupante de veículo
276573;Colisão lateral
276574;Tombamento
276575;Colisão transversal
276576;Colisão transversal
276577;Tombamento
276578;Saída de leito carroçável
276579;Colisão traseira
276580;Colisão traseira
276581;Colisão traseira
276582;Colisão frontal
276583;Atropelamento de Pedestre
276584;Saída de leito carroçável
276585;Saída de leito carroçável
276586;Colisão lateral
276587;Colisão transversal
276588;Colisão frontal
276589;Saída de leito carroçável
276590;Colisão transversal
276591;Colisão com objeto estático
276592;Atropelamento de Pedestre
276593;Colisão frontal
276594;Tombamento
276595;Queda de ocupante de veículo
276596;Colisão lateral
276597;Colisão frontal
276598;Tombamento
276599;Colisão com objeto estático
276600;Colisão lateral
276601;Colisão lateral
276603;Colisão lateral
276604;Colisão traseira
276605;Engavetamento
276606;Colisão com objeto estático
276607;Colisão traseira
276608;Colisão lateral
276609;Saída de leito carroçável
276610;Tombamento
276611;Atropelamento de Pedestre
276612;Saída de leito carroçável
276613;Tombamento
276615;Colisão transversal
276616;Saída de leito carroçável
276617;Atropelamento de Pedestre
276618;Incêndio
276621;Incêndio
276622;Colisão frontal
276624;Saída de leito carroçável
276625;Colisão traseira
276626;Capotamento
276627;Colisão lateral
276628;Incêndio
276629;Colisão transversal
276630;Colisão traseira
276631;Saída de leito carroçável
276633;Colisão lateral
276634;Colisão transversal
276635;Colisão lateral
276636;Atropelamento de Animal
276637;Colisão frontal
276638;Colisão lateral
276640;Colisão traseira
276641;Colisão lateral
276643;Atropelamento de Pedestre
276645;Colisão transversal
276646;Colisão com objeto em movimento
276647;Colisão frontal
276648;Tombamento
276650;Colisão transversal
276651;Colisão traseira
276652;Saída de leito carroçável
276653;Colisão frontal
276654;Colisão traseira
276655;Capotamento
276656;Atropelamento de Animal
276657;Saída de leito carroçável
276658;Incêndio
276659;Colisão traseira
276660;Colisão traseira
276663;Capotamento
276665;Colisão lateral
276666;Colisão transversal
276668;Colisão transversal
276669;Tombamento
276671;Colisão traseira
276672;Atropelamento de Pedestre
276673;Saída de leito carroçável
276674;Capotamento
276677;Danos eventuais
276678;Tombamento
276679;Saída de leito carroçável
276680;Capotamento
276682;Saída de leito carroçável
276683;Colisão frontal
276684;Colisão transversal
276685;Tombamento
276686;Colisão lateral
276687;Colisão traseira
276688;Colisão transversal
276689;Colisão frontal
276690;Saída de leito carroçável
276691;Colisão transversal
276693;Saída de leito carroçável
276694;Saída de leito carroçável
276695;Atropelamento de Pedestre
276696;Colisão transversal
276698;Saída de leito carroçável
276699;Colisão frontal
276700;Queda de ocupante de veículo
276702;Queda de ocupante de veículo
276703;Colisão lateral
276704;Saída de leito carroçável
276705;Colisão transversal
276706;Colisão transversal
276707;Colisão frontal
276708;Saída de leito carroçável
276709;Saída de leito carroçável
276710;Colisão traseira
276712;Derramamento de carga
276713;Saída de leito carroçável
276714;Saída de leito carroçável
276715;Colisão lateral
276717;Colisão com objeto estático
276718;Tombamento
276719;Colisão transversal
276720;Colisão traseira
276721;Capotamento
276722;Colisão lateral
276723;Saída de leito carroçável
276724;Saída de leito carroçável
276725;Colisão transversal
276726;Saída de leito carroçável
276728;Colisão frontal
276729;Colisão frontal
276730;Saída de leito carroçável
276731;Colisão transversal
276732;Saída de leito carroçável
276733;Tombamento
276734;Colisão lateral
276735;Saída de leito carroçável
276736;Tombamento
276737;Saída de leito carroçável
276738;Colisão transversal
276739;Tombamento
276740;Colisão com objeto estático
276741;Colisão traseira
276742;Colisão traseira
276743;Atropelamento de Animal
276745;Colisão lateral
276746;Saída de leito carroçável
276749;Colisão traseira
276750;Colisão lateral
276752;Colisão transversal
276753;Colisão lateral
276755;Incêndio
276756;Colisão frontal
276757;Queda de ocupante de veículo
276758;Colisão com objeto estático
276759;Colisão transversal
276761;Colisão com objeto estático
276762;Saída de leito carroçável
276763;Saída de leito carroçável
276764;Atropelamento de Animal
276765;Colisão transversal
276766;Saída de leito carroçável
276767;Atropelamento de Pedestre
276768;Saída de leito carroçável
276769;Colisão traseira
276770;Atropelamento de Pedestre
276771;Colisão frontal
276772;Atropelamento de Animal
276773;Colisão transversal
276776;Colisão transversal
276778;Colisão transversal
276779;Colisão transversal
276780;Colisão com objeto estático
276781;Colisão transversal
276782;Saída de leito carroçável
276784;Tombamento
276786;Colisão transversal
276788;Colisão lateral
276789;Colisão transversal
276790;Saída de leito carroçável
276791;Tombamento
276792;Saída de leito carroçável
276793;Colisão com objeto estático
276795;Queda de ocupante de veículo
276796;Colisão frontal
276797;Queda de ocupante de veículo
276798;Queda de ocupante de veículo
276799;Atropelamento de Pedestre
276800;Capotamento
276801;Queda de ocupante de veículo
276802;Saída de leito carroçável
276803;Colisão lateral
276804;Danos eventuais
276805;Saída de leito carroçável
276806;Saída de leito carroçável
276807;Tombamento
276808;Colisão frontal
276809;Queda de ocupante de veículo
276810;Colisão traseira
276811;Saída de leito carroçável
276813;Colisão frontal
276814;Saída de leito carroçável
276815;Saída de leito carroçável
276816;Colisão transversal
276817;Saída de leito carroçável
276818;Colisão traseira
276819;Tombamento
276820;Colisão com objeto estático
276821;Tombamento
276822;Tombamento
276824;Tombamento
276825;Saída de leito carroçável
276826;Queda de ocupante de veículo
276827;Saída de leito carroçável
276828;Atropelamento de Pedestre
276829;Saída de leito carroçável
276831;Colisão traseira
276832;Colisão traseira
276833;Saída de leito carroçável
276834;Saída de leito carroçável
276835;Saída de leito carroçável
276836;Tombamento
276838;Queda de ocupante de veículo
276839;Saída de leito carroçável
276840;Tombamento
276841;Colisão transversal
276842;Engavetamento
276843;Atropelamento de Pedestre
276844;Colisão traseira
276845;Tombamento
276847;Saída de leito carroçável
276848;Tombamento
276849;Colisão frontal
276850;Colisão frontal
276851;Tombamento
276852;Tombamento
276853;Saída de leito carroçável
276854;Saída de leito carroçável
276855;Queda de ocupante de veículo
276856;Colisão transversal
276857;Saída de leito carroçável
276859;Colisão traseira
276860;Atropelamento de Pedestre
276861;Saída de leito carroçável
276862;Colisão com objeto estático
276863;Colisão com objeto estático
276864;Colisão lateral
276865;Saída de leito carroçável
276866;Colisão com objeto estático
276867;Saída de leito carroçável
276868;Queda de ocupante de veículo
276869;Queda de ocupante de veículo
276870;Atropelamento de Pedestre
276871;Saída de leito carroçável
276872;Queda de ocupante de veículo
276873;Saída de leito carroçável
276874;Saída de leito carroçável
276875;Atropelamento de Pedestre
276876;Colisão lateral
276877;Colisão com objeto estático
276878;Tombamento
276879;Colisão traseira
276880;Engavetamento
276881;Saída de leito carroçável
276882;Saída de leito carroçável
276883;Saída de leito carroçável
276884;Colisão traseira
276885;Colisão com objeto estático
276886;Atropelamento de Animal
276887;Colisão lateral
276888;Colisão transversal
276889;Colisão com objeto em movimento
276890;Saída de leito carroçável
276891;Queda de ocupante de veículo
276892;Queda de ocupante de veículo
276893;Incêndio
276894;Colisão transversal
276895;Colisão traseira
276896;Colisão com objeto estático
276897;Saída de leito carroçável
276898;Saída de leito carroçável
276899;Queda de ocupante de veículo
276900;Atropelamento de Pedestre
276901;Colisão frontal
276903;Colisão com objeto estático
276904;Colisão frontal
276905;Colisão frontal
276906;Colisão traseira
276907;Saída de leito carroçável
276909;Atropelamento de Animal
276910;Tombamento
276911;Derramamento de carga
276912;Atropelamento de Pedestre
276913;Colisão frontal
276915;Colisão transversal
276916;Colisão frontal
276917;Atropelamento de Pedestre
276918;Saída de leito carroçável
